method,point_index,function_evaluations,gradient_evaluations,RMSD,x
BOBYQA,198,356,0,0.0012904977474706076,"[0.15327306337343521, 0.24252967547184165, 0.19816283475356403, 0.17409227007487943, 0.19316195248387272, 0.16626575460212403, 0.1665962295159745, 0.11339579748223917, 0.18418002267619726, 0.15611891152899895]"
BOBYQA,199,357,0,0.0012869276981969035,"[0.15348214411876168, 0.2425037319323956, 0.1983250143185541, 0.1740037145652725, 0.19314785080579122, 0.1663962010787552, 0.16651002540438928, 0.1133303762960442, 0.1839563531752526, 0.15606877552983398]"
BOBYQA,200,360,0,0.0012852420075342226,"[0.15354882050645277, 0.24250062043840548, 0.19828442768047733, 0.17398383924913519, 0.1931971650658214, 0.16633903590494478, 0.16659319301121517, 0.11331992081105415, 0.18381617368237413, 0.15603521866774298]"
BOBYQA,201,361,0,0.0012834093369702214,"[0.15358257419488208, 0.24240037188576538, 0.19839242642712537, 0.17388569304832874, 0.19324647504918163, 0.16630747577717528, 0.16665333956985334, 0.11330690279446176, 0.1837997293558345, 0.15604065014355764]"
BOBYQA,202,362,0,0.001281196225847047,"[0.15359512903122466, 0.24242105895592894, 0.19841067722289765, 0.17384045106738671, 0.193315798076008, 0.1663156224027742, 0.166684502447289, 0.11321197897086696, 0.18365209192001994, 0.15602105489924326]"
BOBYQA,203,363,0,0.0012788759112414049,"[0.15373632608487117, 0.2424127659389067, 0.19846595238611345, 0.1738116225691995, 0.193286184182491, 0.16637097267201964, 0.16673978596849617, 0.11318002495326521, 0.18356541962253417, 0.1559970102983992]"
BOBYQA,204,364,0,0.001278575248760895,"[0.153889615983031, 0.24230800349603734, 0.19857992518657877, 0.1737195766631311, 0.1933594776885963, 0.1664226932885252, 0.16667885082895784, 0.1130329350349495, 0.18330755011337596, 0.1559324145527711]"
BOBYQA,205,366,0,0.0012730511468903114,"[0.15385369096250587, 0.24232749278769972, 0.19863783068131244, 0.1737045173192205, 0.19330034027502596, 0.16644515039474572, 0.16682594274021562, 0.1130705769801651, 0.18321983694128224, 0.1559311386248788]"
BOBYQA,206,367,0,0.0012702714015347134,"[0.15389956957174641, 0.24236628451527414, 0.19864498685542425, 0.17361221031054516, 0.1933770524731718, 0.16654603600972243, 0.16685579009548251, 0.11299827547461097, 0.18314898349734723, 0.15590629292274405]"
BOBYQA,207,368,0,0.0012693037495265448,"[0.15397029222880132, 0.24230740790485839, 0.1987069550327983, 0.17358821164908486, 0.19338716548205584, 0.16652285722621626, 0.1668992687346657, 0.11293634074945787, 0.18300752358939298, 0.1558791061059179]"
BOBYQA,208,369,0,0.0012666057707809279,"[0.15402584087658766, 0.2423975918093902, 0.1987162665170536, 0.17355181181956278, 0.19341499724253228, 0.16662164892600115, 0.16681796104328206, 0.11295328340271744, 0.1829085886359877, 0.1558668981681842]"
BOBYQA,209,370,0,0.0012656569364487725,"[0.15411507471543323, 0.24233609325727729, 0.1988193366879797, 0.17345509453177477, 0.19345996751492242, 0.16661741922999462, 0.16684505346438372, 0.1129552332792581, 0.18283751474189122, 0.15584573119503664]"
BOBYQA,210,371,0,0.0012633452371896955,"[0.1541658931284822, 0.24224538634655843, 0.19874886514908544, 0.173454926113157, 0.19349349984607747, 0.1667039900755953, 0.16681196997876224, 0.11290258624066175, 0.18273068057777292, 0.15582770942412816]"
BOBYQA,211,373,0,0.0012632213523660583,"[0.15423673161652046, 0.24225258282669737, 0.1987503109331329, 0.17348632500004726, 0.19345472846384332, 0.1667328964473163, 0.16683403412088688, 0.11290039343234705, 0.1827638129436899, 0.1558239741807725]"
BOBYQA,212,374,0,0.0012630151380143536,"[0.15425126648777904, 0.24228017041291114, 0.19875598465201164, 0.17348542018119972, 0.1934398751128221, 0.16669529214940548, 0.16684479130186256, 0.11296013943845332, 0.18270408598011373, 0.15581361391064175]"
BOBYQA,213,376,0,0.0012598809741974052,"[0.15426977007120174, 0.2422587827017419, 0.19880609414782477, 0.1734744002745259, 0.19351737484502432, 0.16668330683535004, 0.1668606256246637, 0.112958973885916, 0.1826999325424141, 0.15582580373087346]"
BOBYQA,214,379,0,0.0012583698772602563,"[0.1542974652599741, 0.2422919542181185, 0.19881841977745457, 0.1734323709535601, 0.1935458863969549, 0.16668298240640658, 0.16690331638477499, 0.11293782296720875, 0.18264401607670547, 0.15582363239315072]"
BOBYQA,215,380,0,0.0012555816513147283,"[0.15431290763800226, 0.242363486740581, 0.19888109369799203, 0.17338154296037783, 0.19357207472157892, 0.16671017446332792, 0.16700910156468313, 0.11288883775640866, 0.1825309940085296, 0.15580508929151668]"
BOBYQA,216,381,0,0.0012529524878957788,"[0.15442976386411977, 0.24239269830047783, 0.1990382101275144, 0.17328587601507817, 0.19357948536269332, 0.1666973316542128, 0.1671820237439352, 0.11278958150498612, 0.18226610991787814, 0.1557661502367585]"
BOBYQA,217,382,0,0.0012459164160645011,"[0.15461043324473736, 0.24240827514130944, 0.1991400195186338, 0.17311861950460564, 0.1936674821430453, 0.16684021958917247, 0.1671976758546246, 0.11275269004074763, 0.18202852648996096, 0.1557155163025989]"
BOBYQA,218,383,0,0.0012386775859969347,"[0.15489647640285173, 0.24246512536080522, 0.19946913255341422, 0.17284149945559174, 0.19381109116762282, 0.16697140486721587, 0.1673728413666847, 0.11257688218168668, 0.18151668899691636, 0.15562367761419943]"
BOBYQA,219,384,0,0.0012237110765505365,"[0.15567827058777783, 0.24258150184378235, 0.19988105683377164, 0.17242349642701654, 0.19391426186803937, 0.16728772371416592, 0.167787710638457, 0.11233782192340211, 0.18041775935262092, 0.1554157551941575]"
BOBYQA,220,391,0,0.001223120927800299,"[0.1557874184363943, 0.24262807554198804, 0.19994431416133918, 0.1724390794903567, 0.19394117724493043, 0.16722492985356718, 0.16784536910314504, 0.11226818730874547, 0.18051173879141372, 0.15541531139539833]"
BOBYQA,221,395,0,0.001218855942702383,"[0.15579920664797092, 0.24260540077406925, 0.19990461407938723, 0.1724001934813359, 0.19395648227109877, 0.16728688955967955, 0.16781832821722745, 0.11230569609188454, 0.1805070460962495, 0.155410282872368]"
BOBYQA,222,396,0,0.0012173724167213098,"[0.15575486085657933, 0.24256004833676117, 0.19995105430394597, 0.17235551879550917, 0.19398525943764738, 0.16731556165027905, 0.16780797664871977, 0.11230213144716054, 0.18050150716537133, 0.1554054527902236]"
BOBYQA,223,397,0,0.0012157368214906537,"[0.15576383554679057, 0.24253917161136337, 0.19992075575067797, 0.1723426262419817, 0.1940129053942927, 0.1672732859473366, 0.16782876931685994, 0.1123299960106019, 0.1804375442233433, 0.1553820468907425]"
BOBYQA,224,398,0,0.00121452073719596,"[0.1557897689425939, 0.24253680737284058, 0.19990828151128923, 0.17232783133072482, 0.19404873925805446, 0.16730745491370738, 0.16782362667429543, 0.11230341371736245, 0.18036272045867216, 0.1553692356296815]"
BOBYQA,225,401,0,0.0012118815865854522,"[0.1557555164069321, 0.24249813054482205, 0.1998876803068278, 0.17232606772635523, 0.19406532003097354, 0.1673588955444383, 0.16787745600139364, 0.11229887439608598, 0.18033022941402715, 0.1553663345172534]"
BOBYQA,226,402,0,0.0012092082566124685,"[0.15569002830869166, 0.2424204156054631, 0.1998425443684281, 0.1723212075751138, 0.1940876787214762, 0.1674121141383084, 0.1680056726804755, 0.1122243052929406, 0.18028443843943207, 0.15535285074491736]"
BOBYQA,227,403,0,0.0012077781211644993,"[0.15556788751001904, 0.24231864136271827, 0.1997917605564368, 0.1722814935672352, 0.19417620098564553, 0.16745988265478093, 0.16799973824655376, 0.11220669762855577, 0.1802764759221166, 0.15535923505212157]"
BOBYQA,228,404,0,0.0012069186319048927,"[0.15546228809476542, 0.24227650225378516, 0.19968658203179782, 0.17231199580620352, 0.19418643779080502, 0.1674730725286436, 0.16810776599568827, 0.1121578833678324, 0.18030375341220342, 0.1553613557402749]"
BOBYQA,229,406,0,0.0012057057415901093,"[0.15549592965860107, 0.2422772128340054, 0.19970993799873676, 0.1722791778409653, 0.19420507866616904, 0.16749428310618597, 0.16814408136029144, 0.11213471746153225, 0.18023696453676732, 0.15534988270286515]"
BOBYQA,230,407,0,0.001204634952761911,"[0.1554861634564804, 0.24232072163315377, 0.1997137011117685, 0.1722339894608042, 0.1942536120852007, 0.16751767554319505, 0.16816752176178656, 0.11214238038411839, 0.18018755569260975, 0.15534805256254142]"
BOBYQA,231,408,0,0.0012029398756262903,"[0.15553818124789337, 0.2422921235990851, 0.19969432180217597, 0.1722093168235375, 0.19428631416994, 0.16754437322996724, 0.16818522426368948, 0.11215203268774548, 0.18013115831240822, 0.15533697997042686]"
BOBYQA,232,409,0,0.0012004357850600791,"[0.15558178939829925, 0.2422823251516619, 0.19969556995976065, 0.17213181747239514, 0.19439561088184468, 0.16757868243068674, 0.1681786748953244, 0.11216971000965095, 0.17999831044126685, 0.15530752184706972]"
BOBYQA,233,410,0,0.0011945889864077106,"[0.15572694166388726, 0.2422158258221482, 0.19972721430442858, 0.17193629362297083, 0.19458207084434923, 0.16768345217840316, 0.16823843864444332, 0.11217908775912565, 0.17978635269161392, 0.15527673279804144]"
BOBYQA,234,411,0,0.0011884870089071485,"[0.155990405471798, 0.24215568538787313, 0.19992468998148957, 0.17164999476915146, 0.1948683043518126, 0.16766930827074786, 0.16843835172771826, 0.11214214739745627, 0.17922881892924342, 0.15516855297057294]"
BOBYQA,235,412,0,0.0011845015936825633,"[0.15623594945915947, 0.2420339594933486, 0.20009950609209085, 0.17132767204211258, 0.1950759790571636, 0.16792566310213453, 0.1686341370066558, 0.11196444723333294, 0.17873291143732117, 0.1550926695281059]"
BOBYQA,236,413,0,0.0011802911648315887,"[0.15661068348364976, 0.24220208951707703, 0.2003835831524573, 0.17103728729815945, 0.19529595832913557, 0.16766157874577486, 0.16871317659700508, 0.11224049657294902, 0.17841106721614378, 0.15504664773498905]"
BOBYQA,237,414,0,0.001179756860150965,"[0.15671415007849243, 0.24207262538876306, 0.20063504511783634, 0.1710367236911254, 0.1951131461826677, 0.16773065689686478, 0.1691719749102662, 0.11188385738159033, 0.17800411328585014, 0.15495827756328787]"
BOBYQA,238,415,0,0.001173421256428453,"[0.1567620725920821, 0.24229539629313254, 0.2005597087686169, 0.17115884582079635, 0.19504955223741155, 0.1678489065379696, 0.16902752205616378, 0.11186817415215941, 0.17780507341823204, 0.15486484015296]"
BOBYQA,239,416,0,0.0011718998096808312,"[0.15702202351178413, 0.24235669532913778, 0.20069006624480054, 0.17098495467482794, 0.19511047225508946, 0.16792006512527916, 0.16890794879281737, 0.11194864852624771, 0.1776977192040262, 0.15488389624610552]"
BOBYQA,240,419,0,0.001166351035890252,"[0.15699014629332994, 0.24235845893681268, 0.20074719225222454, 0.17097854663260706, 0.19513050443979105, 0.16791071342644948, 0.1688708633305326, 0.11192036019255006, 0.17771136421117237, 0.15483073800449537]"
BOBYQA,241,421,0,0.0011628450073742557,"[0.15698220542410352, 0.2423704984919983, 0.2007079895398486, 0.1709233437429536, 0.1951040642121159, 0.16786278947816788, 0.16884880875145553, 0.1118794128411937, 0.1777057622403638, 0.1548349233893549]"
BOBYQA,242,422,0,0.0011613410416485494,"[0.15704711483413072, 0.24233750763578701, 0.20071283509627788, 0.17092167080064374, 0.19512441572286243, 0.16784400832587715, 0.16890369278621362, 0.11188607238655297, 0.17773481233934404, 0.1548370827887552]"
BOBYQA,243,425,0,0.0011607355088385347,"[0.15703730651563622, 0.2423375179957491, 0.2006688586368727, 0.17090942337462964, 0.19519451002046975, 0.16785458337763565, 0.1688647034515158, 0.11189000576369347, 0.17769986218519265, 0.15483094494488905]"
BOBYQA,244,426,0,0.0011590739686106253,"[0.15700488970833762, 0.242284264797621, 0.20066049989582205, 0.17090676274638214, 0.19517850716980167, 0.16789422813680893, 0.1689218156961645, 0.11186936682636249, 0.17767779091115546, 0.1548251495605991]"
BOBYQA,245,427,0,0.0011585207845725188,"[0.1569260215225863, 0.24220142132968842, 0.20064947777843478, 0.1708860800207705, 0.19520428813313043, 0.1679607089062763, 0.1690012884550483, 0.11174924428956075, 0.17765463830132322, 0.15482381933005013]"
BOBYQA,246,428,0,0.001157681395111412,"[0.15694951268014945, 0.24220792316924988, 0.20065627887995233, 0.1708694852177664, 0.19521924169000904, 0.16791987655379678, 0.16899191101477304, 0.11180034008770427, 0.1776494509825906, 0.15482425887296403]"
BOBYQA,247,429,0,0.0011563748740973467,"[0.1569245074478668, 0.24217580348163367, 0.20067259642796087, 0.1708186989259779, 0.1952739624295033, 0.16788917403124862, 0.1690072271247282, 0.11182863962773551, 0.17766924560833947, 0.15483580337810687]"
BOBYQA,248,430,0,0.0011543465134305868,"[0.15686365241375633, 0.24208059399299411, 0.20066294936884002, 0.1707362492597136, 0.195404717901652, 0.16788598320137665, 0.16898841245323362, 0.11186627803074502, 0.1777054445297587, 0.15484815760131418]"
BOBYQA,249,431,0,0.0011522223806422396,"[0.15680770332276806, 0.2418769386172285, 0.200738892315278, 0.17053502467456827, 0.19563035925534705, 0.1678038716590902, 0.16905121558954891, 0.11185196017862468, 0.1776199643796605, 0.1548433507724662]"
BOBYQA,250,432,0,0.0011451402321310945,"[0.15699168018341667, 0.24184887747387396, 0.20090561034014082, 0.17017450543504445, 0.19598077876553158, 0.16787261560503472, 0.1692150868524991, 0.11185014569913167, 0.17708701122791104, 0.15474753659418264]"
BOBYQA,251,433,0,0.0011442050855540679,"[0.15697823667010444, 0.24120704310218025, 0.20120276140810403, 0.16934209905758893, 0.19692170104385245, 0.16781938338830982, 0.16949117451264142, 0.11172982310296, 0.17647102900049522, 0.15465607979356324]"
BOBYQA,252,437,0,0.0011426112812456255,"[0.15715338516556773, 0.24129165459123167, 0.2012538820734615, 0.1693946927462604, 0.19675674795183296, 0.1679822435849383, 0.16960846575605937, 0.1116683109394706, 0.17626194385670785, 0.15461372490791983]"
BOBYQA,253,439,0,0.0011240183645543653,"[0.157143619188101, 0.24128011195166546, 0.2011590923717752, 0.16936550960874341, 0.19667807973975693, 0.16804918611265454, 0.16955430451377712, 0.11170305823798873, 0.17617667940553736, 0.15452510313331957]"
BOBYQA,254,444,0,0.0011232226966605922,"[0.1571399372545038, 0.2413240950729974, 0.2011503033736087, 0.1693851091819619, 0.19672164602600956, 0.1680178631720316, 0.1695746546009641, 0.1116903578664717, 0.1761125913983695, 0.15451974658697742]"
BOBYQA,255,445,0,0.0011229866352403227,"[0.15712341225335463, 0.24130856326578842, 0.20119922944784116, 0.1693479451439426, 0.19673591485763947, 0.16806919779316462, 0.16952688763393758, 0.11166820202813621, 0.17612114580288354, 0.1545248628169706]"
BOBYQA,256,446,0,0.001122650136231697,"[0.15711599873810045, 0.2412135902491651, 0.20117995628339977, 0.16935578739594542, 0.19674371387553413, 0.16807970046536175, 0.16951933033647212, 0.11165714810756013, 0.1761330286097819, 0.1545241036643413]"
BOBYQA,257,447,0,0.001121269970375502,"[0.15712972505635234, 0.24121686780200385, 0.20117060242120857, 0.16936047506057603, 0.19672530678066535, 0.16813046034479198, 0.16947659870031329, 0.11171116950421185, 0.1761776113986492, 0.1545307415335458]"
BOBYQA,258,448,0,0.001120719979422125,"[0.15717890055707007, 0.2412688838881891, 0.2011326598221575, 0.16940122345485883, 0.1966931887268995, 0.16822950547787702, 0.16936242857675599, 0.1117688635429421, 0.17624431728754822, 0.15454176069187595]"
BOBYQA,259,449,0,0.0011199617992655366,"[0.15723621682318775, 0.24141405427690402, 0.20114293614973316, 0.16941407653700666, 0.19664624207660722, 0.1682187635936353, 0.169436576206557, 0.11179375929158247, 0.17616225947967717, 0.15452765147287745]"
BOBYQA,260,450,0,0.0011187408495662273,"[0.15729453044508104, 0.24154306137150577, 0.2011743130839819, 0.1694050439403718, 0.1966392089749546, 0.16818171100221593, 0.1695185614709159, 0.11188115478409864, 0.17610650419499232, 0.15452780874685176]"
BOBYQA,261,451,0,0.0011180856203515202,"[0.15734610331881876, 0.24164305070728437, 0.20116433420012542, 0.16942149454774913, 0.19660044429502296, 0.16823774104959827, 0.16958254637030395, 0.11183775217635403, 0.17598218337087365, 0.15449786574799174]"
BOBYQA,262,452,0,0.0011141352683473535,"[0.1573932762538691, 0.2417114764349483, 0.20118806700842415, 0.16933788505390548, 0.19665895519900867, 0.16827139360761398, 0.16961939948256707, 0.11196286676039993, 0.17592024191058328, 0.15448627850206018]"
BOBYQA,263,453,0,0.0011125183654597448,"[0.15747457560341793, 0.2418882844337872, 0.2011937673437934, 0.169191819247432, 0.1967849945796517, 0.1683667405724416, 0.16973429707513543, 0.11203701359342302, 0.1756833678558569, 0.15445503530979623]"
BOBYQA,264,454,0,0.0011066739685149224,"[0.15769668801080516, 0.24193520090352494, 0.20136561056166463, 0.16920860547012503, 0.19665430284598082, 0.16828254726235112, 0.16985272534414939, 0.11209297582512193, 0.1754987922050519, 0.15439794752923838]"
BOBYQA,265,455,0,0.0011024981776037042,"[0.15775791254613625, 0.242074342728511, 0.20134753251846316, 0.16910974913858998, 0.19672327419798344, 0.16850192221827856, 0.1699498917718942, 0.11219774374067501, 0.17527127049657162, 0.15435640789085003]"
BOBYQA,266,456,0,0.0011011406723697497,"[0.15804074829541254, 0.24258245167268727, 0.20150769263735582, 0.16904895838760664, 0.19665584847091838, 0.16835639549635856, 0.17027861709596379, 0.11226535977404299, 0.1749092728527441, 0.15430087731874975]"
BOBYQA,267,457,0,0.0010904732848140012,"[0.15848226079139574, 0.24274210517748618, 0.20169898651924204, 0.16886728918896973, 0.19670660724448852, 0.16862956653317063, 0.17010566098155322, 0.11248190556847767, 0.17448104684129812, 0.15418863586744933]"
BOBYQA,268,458,0,0.0010788990733646396,"[0.15887737341659663, 0.24285353673886514, 0.202067356073393, 0.16826128038917137, 0.19712497553941957, 0.1687111039433886, 0.17075081887187596, 0.11258828123841731, 0.17337022594300996, 0.153975614055106]"
BOBYQA,269,461,0,0.0010659816252390818,"[0.15955388307622256, 0.2430537474148323, 0.2026027914852571, 0.16750299436133778, 0.19757130715775012, 0.16897103912081426, 0.17091028626453098, 0.11294794499177092, 0.17250217515309682, 0.15381597904414168]"
BOBYQA,270,468,0,0.0010612510890114467,"[0.15957272679906936, 0.24297558522600285, 0.20247999202401223, 0.1674754868048588, 0.1976236985263095, 0.16897421246445127, 0.17090183063961753, 0.11306417252143267, 0.17252327486786662, 0.15378566810247846]"
BOBYQA,271,470,0,0.0010598610674622565,"[0.159548204751622, 0.2430072379345436, 0.20245995650128615, 0.16748935936026285, 0.19758789128827384, 0.16899740744646266, 0.17097149520753202, 0.11309723056701332, 0.17252898514241732, 0.15378770431088074]"
BOBYQA,272,473,0,0.0010597008209551845,"[0.15952045679100138, 0.24298344533082963, 0.20245305640089706, 0.16749922347461324, 0.1976026613025427, 0.16899338811146572, 0.17103766659353545, 0.11304700629891067, 0.17249550923534934, 0.15377148776404734]"
BOBYQA,273,475,0,0.0010570839662890766,"[0.15956385721039307, 0.24300162116749444, 0.20248969865575786, 0.16748586168995333, 0.1975712037461226, 0.16905908465579714, 0.1710628478654964, 0.11306457030045101, 0.17249850426378133, 0.15377425829316183]"
BOBYQA,274,476,0,0.0010536237561386307,"[0.1596213923691323, 0.24304017049570392, 0.2024959232901994, 0.16748431175275452, 0.19748842097825559, 0.16921246726759898, 0.17109393041824922, 0.11312427259310363, 0.17248288634066433, 0.1537712773857128]"
BOBYQA,275,477,0,0.0010514992867563572,"[0.15969657483263908, 0.2430705013006571, 0.20242642226153762, 0.16753303270360323, 0.1974190614523548, 0.16928587601308817, 0.1711934691957742, 0.1131819514998296, 0.1725350072114564, 0.15377979313485357]"
BOBYQA,276,479,0,0.0010506198566701008,"[0.1597369210084724, 0.2430972467598211, 0.20245046631102506, 0.1675023978413108, 0.1974244135691635, 0.16931104197031485, 0.17122272275522205, 0.1132057312776331, 0.17247290100767215, 0.15376565610095005]"
BOBYQA,277,480,0,0.001050216632044792,"[0.15976846715957685, 0.24313246578229905, 0.20251725032209578, 0.16751488440082854, 0.19737606210767414, 0.16930303894486545, 0.1712047117674083, 0.11320986652155897, 0.1724567076935359, 0.15375370574901606]"
BOBYQA,278,481,0,0.001050051674566828,"[0.15982796433881183, 0.24314897219983903, 0.20253381028531056, 0.1674809647311133, 0.1974221351981571, 0.16928334897537173, 0.17116653319716207, 0.11320978059956015, 0.1724285589579783, 0.15375213699780543]"
BOBYQA,279,483,0,0.0010487317305600584,"[0.1598196604741658, 0.2431724150982109, 0.2025892179963914, 0.16744334664998414, 0.19743056883878324, 0.169264809298656, 0.17122814801145192, 0.11322881745934406, 0.17241121589655217, 0.1537474543900021]"
BOBYQA,280,484,0,0.0010483964503000343,"[0.1598419495647952, 0.24321536853162007, 0.20258677734847572, 0.16742731593303334, 0.19745261625521787, 0.1692564062974121, 0.1712454024939193, 0.11326570117911335, 0.17233979501477736, 0.15373853861493778]"
BOBYQA,281,485,0,0.0010477960050894952,"[0.1598745012854085, 0.24326810075492067, 0.20260144696886906, 0.16738282507300195, 0.1974772506037789, 0.1692923207439234, 0.17128405586485276, 0.11324215415774076, 0.1723433087632612, 0.15374127236627685]"
BOBYQA,282,486,0,0.0010461236044260408,"[0.15990640198780223, 0.24324721338262745, 0.20262673684537458, 0.16736493718531095, 0.19747430459388518, 0.16930516204767973, 0.17128197314407573, 0.11332251932949053, 0.1723147386249663, 0.15372970607599393]"
BOBYQA,283,487,0,0.0010441172745491796,"[0.15999819154464212, 0.24328155631675785, 0.2026029644193454, 0.16731361131956562, 0.19753456330585129, 0.16931400824831852, 0.17131701585085563, 0.11346071719612873, 0.17225916072172845, 0.15372128854708395]"
BOBYQA,284,488,0,0.001043115372379077,"[0.16000158107344395, 0.2432799726855095, 0.20263813637089154, 0.16726294665819005, 0.19755157075189814, 0.1693565140391616, 0.17139125819999748, 0.11350339953795846, 0.1720978772658334, 0.1536940861246395]"
BOBYQA,285,489,0,0.001041419337651998,"[0.16005645005955907, 0.2433832522907036, 0.2027122645832557, 0.16720180404182497, 0.19760962592040557, 0.16928215082170284, 0.1713737299466286, 0.11359105794035294, 0.17208435746132295, 0.15369795847762083]"
BOBYQA,286,490,0,0.0010403162285762808,"[0.16017186706184383, 0.24340486124637123, 0.20269322515802105, 0.16714799184648002, 0.19765656957726502, 0.1692584950659958, 0.17142945716181973, 0.11368619589663703, 0.1719964883894175, 0.1536802754969996]"
BOBYQA,287,492,0,0.0010388617684710681,"[0.16019232686574367, 0.24335897195667064, 0.20273840655671066, 0.1670945410363007, 0.19767016053652645, 0.16927817613784935, 0.17144890857453832, 0.1136753848299748, 0.1720337452237742, 0.15369131427095414]"
BOBYQA,288,493,0,0.0010374235027383267,"[0.1601953047619653, 0.24334802961490568, 0.20280393331105412, 0.16707811344229434, 0.19765160359395717, 0.1693241552191315, 0.17146183638887483, 0.11365295145959682, 0.17198830134323845, 0.1536806461356948]"
BOBYQA,289,494,0,0.0010362773025910529,"[0.16015637571178384, 0.24329774348407296, 0.20282931988790454, 0.16704523965714368, 0.19765239122790113, 0.16932261255063927, 0.1715188409544881, 0.11366643625010063, 0.17196146210213728, 0.15367193034934776]"
BOBYQA,290,497,0,0.0010341682771017136,"[0.1601735370760144, 0.24329989273341548, 0.20283486428419178, 0.16704745549384448, 0.19761633982739055, 0.16937806594396296, 0.17156765071852875, 0.1137166506512066, 0.17198075502518248, 0.15367571713015535]"
BOBYQA,291,498,0,0.0010315565713475362,"[0.16025057186013125, 0.24329745629317243, 0.20280287529160548, 0.16704927452026122, 0.19754325212120047, 0.1694933209162462, 0.17164164492791037, 0.11380848956256556, 0.17200079186360223, 0.15368554445449187]"
BOBYQA,292,499,0,0.0010308016658281218,"[0.160312125440787, 0.24337680798028166, 0.2028239983589428, 0.16705656330947716, 0.19749441507091745, 0.1695155589227349, 0.1717893931862915, 0.11387317289604293, 0.17197826590432297, 0.15368937450679135]"
BOBYQA,293,500,0,0.001028796777764632,"[0.1603967969046985, 0.24336199269052605, 0.20282755614286885, 0.16704947642768436, 0.19751659785115042, 0.16952146055530856, 0.171704790572539, 0.1140305665003697, 0.17196968127134513, 0.15368520092289417]"
BOBYQA,294,501,0,0.001028444193554524,"[0.16044549496497754, 0.2435149169873042, 0.2028267205604919, 0.1670253666327103, 0.1975216241167485, 0.16950975430523932, 0.1717213928183722, 0.11414254879519892, 0.1719930954352368, 0.15369679774742298]"
BOBYQA,295,503,0,0.0010277371218688663,"[0.16047409862507706, 0.2434810446084992, 0.20280965705276616, 0.16703416640841243, 0.19754006398468352, 0.16945393642754464, 0.17174050705231975, 0.11419655129946939, 0.1719641400794409, 0.1536873008006117]"
BOBYQA,296,504,0,0.0010270567235516395,"[0.16050921453320985, 0.24352653891562392, 0.20286088097019575, 0.16699683012214234, 0.1975626607393748, 0.1694364786535635, 0.1717345910999532, 0.11422308591401983, 0.1719307928800284, 0.1536837306660737]"
BOBYQA,297,507,0,0.001022342959111233,"[0.1605318561793792, 0.24351775874183598, 0.2029037798200596, 0.16699569017353835, 0.19748017931629103, 0.1694159247843978, 0.17173775348117995, 0.11423908398358325, 0.1719310724884679, 0.15367495628021086]"
BOBYQA,298,508,0,0.0010174154277456703,"[0.16062755810316112, 0.24349137045990024, 0.20301540304781057, 0.1670224184828989, 0.19737215057734075, 0.16937317237027757, 0.17176484612564655, 0.11424469242356576, 0.17198281396658482, 0.1536804361499958]"
BOBYQA,299,509,0,0.0010168190982774517,"[0.1607453012844739, 0.2435175211133182, 0.20304037745751996, 0.16709052664908586, 0.19725561925662022, 0.1693931640427749, 0.17173688813960872, 0.11423875368954148, 0.1719114290521322, 0.1536631646733988]"
BOBYQA,300,511,0,0.0010145509772490789,"[0.1607894716586018, 0.24351914942841946, 0.20306580020135329, 0.1670501385575445, 0.19726890584194265, 0.16941442873802165, 0.17177257337489477, 0.1142666844810218, 0.1719656065533868, 0.1536754661127928]"
BOBYQA,301,512,0,0.0010120124448038887,"[0.16081459184622182, 0.24352325756604948, 0.20310151515307648, 0.16702950588241644, 0.19725852624920373, 0.16941114896623666, 0.17182654514379556, 0.11432975950987152, 0.17194172332924557, 0.1536670683765993]"
BOBYQA,302,513,0,0.0010093586160884358,"[0.16088404852334834, 0.24353066834965592, 0.20315248944560385, 0.166993771574103, 0.19725269706351198, 0.16940376282417838, 0.1719707402825008, 0.11440671639561037, 0.17187518488091427, 0.15366319137981663]"
BOBYQA,303,514,0,0.0010047775214192323,"[0.16095061087931986, 0.2435287178291693, 0.20320633870752958, 0.16696531568626966, 0.19721291649426786, 0.1694235203084589, 0.1719572400828231, 0.11457893641579714, 0.17186941285135046, 0.1536603614097142]"
BOBYQA,304,515,0,0.0009968482020465048,"[0.16120300427654463, 0.24369830111824617, 0.20331043671749954, 0.16693903125914042, 0.19713516195559164, 0.16941532311071866, 0.17206464710759672, 0.11477423447221435, 0.17188406293214714, 0.15365778705541888]"
BOBYQA,305,516,0,0.0009818159358226267,"[0.1616410560037913, 0.24370302255106724, 0.2034984980045871, 0.1668084841438898, 0.19699211518815427, 0.169432165822812, 0.1722942262188092, 0.1153301276379333, 0.1717705902147224, 0.15363954142294942]"
BOBYQA,306,517,0,0.0009582691609261333,"[0.1623066230899155, 0.24425712506010902, 0.2043609705504458, 0.16639006459538935, 0.19672511264633677, 0.16971701423493088, 0.1726961829281771, 0.11577796623079158, 0.1711691401586217, 0.15351806177136898]"
BOBYQA,307,518,0,0.0009484470998520572,"[0.16298616454068326, 0.24470151992595315, 0.20440679937804224, 0.16648714096986517, 0.19653455581131865, 0.1691543249031119, 0.17300748725751736, 0.11694603470030826, 0.1714295813110026, 0.15360266316418303]"
BOBYQA,308,519,0,0.0009060741986632337,"[0.16400909612248452, 0.24449439447909588, 0.2049533278457801, 0.16613668171373286, 0.19617240827229043, 0.16994234225742175, 0.17305428403921475, 0.11748263375125963, 0.1713597622958719, 0.15355717024044307]"
