method,point_index,x
BOBYQA,192,"[0.33246210105268625, 0.19415391353974581, 0.14619800009300157, 0.017633596096360123, 0.16500220973051996, 0.035417404525492045, 0.02322567892482694, 0.011371339532595642, 0.11627468951019448, 0.17423807755898466]"
BOBYQA,193,"[0.3341285445442925, 0.1920331980618119, 0.1467441732120407, 0.018244832952890082, 0.16347048234647674, 0.03259832114481026, 0.019364076489659526, 0.014039820744292948, 0.11556882044974444, 0.1738031292644071]"
BOBYQA,194,"[0.33400793065095824, 0.1916632467412903, 0.14647633588064307, 0.018572041420844072, 0.16326501191566287, 0.032686409009394714, 0.01931329481782814, 0.013912826485580562, 0.11514551203926839, 0.17405195087006567]"
BOBYQA,195,"[0.33413612224297906, 0.19157598606635073, 0.14648588012169844, 0.018641327551512675, 0.16320336534508273, 0.03249429875394806, 0.01909047371052265, 0.013733475578645049, 0.11505742442871165, 0.17407985712704888]"
BOBYQA,196,"[0.33413602132244374, 0.19150788273121933, 0.1465551452422688, 0.018726019892855748, 0.16313892705021626, 0.03243421234476407, 0.019116275733808613, 0.013821917393329924, 0.11509614513996418, 0.17400474512358075]"
BOBYQA,197,"[0.3341823097679087, 0.19149009942868606, 0.14656130898437986, 0.0187379666814159, 0.16312277049186547, 0.03237991876030783, 0.019067527905510032, 0.013783213782815669, 0.11508004134201846, 0.17400051000092073]"
BOBYQA,198,"[0.33414823457226894, 0.19143550169281304, 0.14653163025496146, 0.01878737133811462, 0.16312964931821064, 0.032414861015662745, 0.01904601803096449, 0.013770118908241657, 0.11505871496612355, 0.17398712803607305]"
BOBYQA,199,"[0.33416231262055973, 0.1913978000521035, 0.14653024979517992, 0.018812664518846615, 0.16307300464658397, 0.03242990129867747, 0.01908350418968759, 0.01375180269486208, 0.11506057947301607, 0.1740377219397789]"
BOBYQA,200,"[0.33410477584527326, 0.19138550901865056, 0.14649734636347497, 0.01884785709701554, 0.16309029852398443, 0.03241455187905877, 0.019026361626354786, 0.01375410698574568, 0.11507780049025912, 0.1740484675433627]"
BOBYQA,201,"[0.33412187106844177, 0.1913407891732677, 0.1464644565440291, 0.018898217569383133, 0.16310381917109562, 0.032407635745688654, 0.0190587763040798, 0.013786977871303879, 0.11510244841562739, 0.17408194296569054]"
BOBYQA,202,"[0.33414543862769547, 0.1913008447987064, 0.14646824003700615, 0.018916174299060142, 0.16307686336904403, 0.03236489915966498, 0.018999609236662923, 0.013821278225655695, 0.11508580342192734, 0.1740797259649952]"
BOBYQA,203,"[0.33415045858699427, 0.1913131992667808, 0.14645799515639848, 0.018975337053961722, 0.16306955457825537, 0.03242173519062645, 0.018954428603963853, 0.013801065051504417, 0.11508640317540145, 0.17405774862534287]"
BOBYQA,204,"[0.3340955703268993, 0.191299164068118, 0.14642476341310046, 0.019013284243970637, 0.1630858549964606, 0.03240695149301188, 0.018896614746217476, 0.01380463647295922, 0.11510345846425875, 0.17406850095925172]"
BOBYQA,205,"[0.3340939787108281, 0.1913034098878339, 0.14643398363103433, 0.019086892330935648, 0.16313705551405946, 0.032391056470524794, 0.018886040553014377, 0.013780325532577244, 0.11507603874351181, 0.17408064409210852]"
BOBYQA,206,"[0.3340980626326115, 0.19131445642012765, 0.1463885153736391, 0.019218585143594737, 0.16324551431652556, 0.03235579750628468, 0.018877040926180855, 0.013704974281802522, 0.11503763832707922, 0.17409517109180592]"
BOBYQA,207,"[0.33412805810101265, 0.19139496771674525, 0.14630859250765016, 0.01942188776453411, 0.1634381577973371, 0.03229196302812508, 0.01893255869192643, 0.013496576061010427, 0.11494977398713548, 0.17419253663255882]"
BOBYQA,208,"[0.3341740959341791, 0.19145100934301595, 0.1461425125897796, 0.019607717268564404, 0.16342931797265725, 0.03233430103354954, 0.018829133315428362, 0.013424042474503205, 0.11476480099335472, 0.17424157417147076]"
BOBYQA,209,"[0.3341964191910698, 0.1915860718311761, 0.14579685619297844, 0.019648860520481485, 0.16346959774807163, 0.032389215923609785, 0.018711717813203594, 0.01343582615631677, 0.1147407014392847, 0.17427230746582725]"
BOBYQA,210,"[0.3342150995162452, 0.19158237395242925, 0.1457393628028727, 0.019762002925719866, 0.16346785781547507, 0.03236293926232279, 0.01868529626929511, 0.013299306734507379, 0.1147025777949809, 0.17431756367327578]"
BOBYQA,211,"[0.3342889863830884, 0.19150247757496414, 0.14562581941993202, 0.019754187002888918, 0.16344119256217188, 0.0323272727197078, 0.01862929716220335, 0.013210871743415906, 0.1146581321125873, 0.1743345609375568]"
BOBYQA,212,"[0.33430526204008526, 0.1914683684859946, 0.14553321074136244, 0.01982111391004632, 0.1633866655377494, 0.032323187016810744, 0.01859157967485147, 0.013094804731014877, 0.11473891359494494, 0.17436782348885188]"
BOBYQA,213,"[0.3343042629765474, 0.19140156945004214, 0.14537436993712194, 0.019910669237630192, 0.16333760106865577, 0.032274977414315925, 0.018475904681494324, 0.012803940752884834, 0.11485259225965858, 0.17444936763827057]"
BOBYQA,214,"[0.33441795300392096, 0.19132745276531338, 0.1451849465834744, 0.020115616202285393, 0.16316029465368403, 0.03223740829160132, 0.018600250657857594, 0.01269957176170524, 0.11491843769163841, 0.17443682185609946]"
BOBYQA,215,"[0.33452212421066224, 0.19120339733111036, 0.14500318567235115, 0.02033515081804742, 0.16300337604044257, 0.032303513718178765, 0.018634355143503208, 0.012581409174946923, 0.11498922781175748, 0.1744950970655712]"
BOBYQA,216,"[0.33453842889682267, 0.1912714003918669, 0.14491687725735508, 0.020442488568519244, 0.16285270880497274, 0.03198228469300597, 0.01857482130030458, 0.012564741932441673, 0.11500977543909488, 0.17441759724069428]"
BOBYQA,217,"[0.334454435089336, 0.1912614477428436, 0.1447323737574201, 0.02054913658665223, 0.16279333926170889, 0.03170754540635057, 0.018636545168531735, 0.01245465629824515, 0.11495134802662124, 0.1743222988659529]"
BOBYQA,218,"[0.3345482456811849, 0.1913241416744447, 0.14460042540826845, 0.020682640715842353, 0.1626989366506315, 0.031400690405078334, 0.01860193294458256, 0.012391458225604895, 0.11493669424747917, 0.1742626604221151]"
BOBYQA,219,"[0.33437729569259034, 0.19126840957687052, 0.14443960379885198, 0.020881321047040047, 0.16252802989968315, 0.031229889474359708, 0.018550450158598464, 0.012376389365975021, 0.11492193998041436, 0.17423341561051595]"
BOBYQA,220,"[0.3344458577664011, 0.1911708516258527, 0.1442570821968628, 0.020948847978650514, 0.16243550556584027, 0.031121003245965586, 0.018600943799734922, 0.012086505056118472, 0.1149163727107931, 0.1742037982495882]"
BOBYQA,221,"[0.3345072045635379, 0.19116317197905192, 0.1441103505923813, 0.02119211302424834, 0.16254161910425413, 0.030950737637436748, 0.018710040471032065, 0.012162048140640869, 0.11496938975291512, 0.17432545119364462]"
BOBYQA,222,"[0.3348285871982764, 0.1910933365475998, 0.14374072993815157, 0.021689237278969598, 0.16254643302502955, 0.03058193976154898, 0.01876124640399738, 0.012245333245995957, 0.11491951048991554, 0.17432712977108356]"
BOBYQA,223,"[0.33569152184116297, 0.19059186719344132, 0.14304307267160152, 0.022344188933138612, 0.16249151781738447, 0.02991321116960584, 0.018770140588873475, 0.012548118536451736, 0.11465417934325696, 0.1741378873542308]"
BOBYQA,224,"[0.33597455552776323, 0.19104933965079035, 0.14250352929145352, 0.02358566862628796, 0.16238336382901286, 0.029772732142896732, 0.019125401135871342, 0.012274082913145995, 0.1146048957185944, 0.1736872590167361]"
BOBYQA,225,"[0.33717423358709675, 0.19118968627487753, 0.1406432247289777, 0.02526241005973607, 0.1623223518750806, 0.02863341288315012, 0.01854141964818919, 0.011384739043647597, 0.11466068106699462, 0.1739556444556724]"
BOBYQA,226,"[0.33709472529911844, 0.19118166961799488, 0.13818975332380137, 0.026996005647308027, 0.1621211677456565, 0.028862371339798364, 0.017985074038225392, 0.010654276780964603, 0.11512355858185205, 0.17371379658903954]"
BOBYQA,227,"[0.33849767288557797, 0.19138773127090222, 0.13753938065263518, 0.02855526224186561, 0.16141930229894141, 0.026684216290820455, 0.017887940589550344, 0.010348139760797, 0.11498031455966153, 0.17383364136879625]"
BOBYQA,228,"[0.34008382496922474, 0.19129929318276043, 0.13589252291336243, 0.029467388126372365, 0.16206700833936075, 0.026175177057238506, 0.01817658392507835, 0.009468377313466624, 0.11335691847489315, 0.17380482494155455]"
BOBYQA,229,"[0.3412618314916365, 0.19042181063379146, 0.13479042357617152, 0.03145408463567265, 0.16212033628763978, 0.025208475939515477, 0.017572901841628703, 0.008750257256736893, 0.11440400794540005, 0.1738876457495131]"
BOBYQA,230,"[0.34199143664535814, 0.19153096214064, 0.13300511534774545, 0.03307993626869857, 0.16170346947765207, 0.024535454369761407, 0.017416677381793897, 0.007419930205725459, 0.11400213400311697, 0.17363402108429607]"
BOBYQA,231,"[0.34370890263965254, 0.19134603173968656, 0.1319031999621982, 0.034330151956221175, 0.1618376983639368, 0.023310718964635727, 0.01728754779379901, 0.009109174104438397, 0.11373846082866428, 0.17377933926543676]"
BOBYQA,232,"[0.34403755197197183, 0.1902720729758645, 0.13005717560978372, 0.0357592153675276, 0.16138649444780306, 0.021745741003306174, 0.017244846119980745, 0.008189965387617128, 0.11379942789464029, 0.17393854973051787]"
BOBYQA,233,"[0.3454048087002056, 0.1895614557905081, 0.12632117502539578, 0.039696192753362, 0.16077416737181266, 0.019203185666703225, 0.016225875636579252, 0.007086821427611933, 0.1137488992280837, 0.17411412955707617]"
BOBYQA,234,"[0.34531940200024097, 0.1896728028207532, 0.12633602170475888, 0.039890618487284694, 0.16054008055276972, 0.01893539366334879, 0.016459687824253413, 0.007666617783967822, 0.11358742486347921, 0.17391697321232902]"
BOBYQA,235,"[0.3450062063297286, 0.1894243849085819, 0.1264375253736131, 0.03983058492059011, 0.16050193236673949, 0.018431057119241687, 0.016463455835460394, 0.007658841805514105, 0.11402778714803587, 0.1740453700570536]"
BOBYQA,236,"[0.34506726997005444, 0.1894098231079083, 0.12632050104999082, 0.0399462735457694, 0.16049199345951365, 0.018343638163474712, 0.016446079300280445, 0.007628698935577795, 0.11402420056514444, 0.174041322883689]"
BOBYQA,237,"[0.34502251747707197, 0.18938808306084143, 0.12629955886890973, 0.039966376661751735, 0.16050597646172274, 0.018366491055655475, 0.016508737040082547, 0.007652099171435328, 0.1139932448534034, 0.17406439399090676]"
BOBYQA,238,"[0.34505492950895067, 0.18941457586966917, 0.1262624571128483, 0.03991507396933964, 0.16054968576147546, 0.018352508926267816, 0.016513575336081457, 0.00765344198290173, 0.11397303292548465, 0.17410561713501602]"
BOBYQA,239,"[0.3450396181731641, 0.18945751170198388, 0.1262199026177657, 0.039912372424876635, 0.16050857915746305, 0.018317564143108193, 0.016509627965274044, 0.007688591816028461, 0.11394648153546542, 0.1740704470578898]"
BOBYQA,240,"[0.3450407355068706, 0.18945105778734211, 0.12623599738095645, 0.03992143309998105, 0.16054637335056773, 0.018270507770926155, 0.016530321807211965, 0.007750962893427136, 0.113986231123083, 0.17407909818582276]"
BOBYQA,241,"[0.3450922637534973, 0.18944702796716986, 0.126180271086151, 0.039973012150147175, 0.16054279341821107, 0.01824290071267186, 0.016531452935966216, 0.007727806179947704, 0.11397087713974563, 0.17407528258845195]"
BOBYQA,242,"[0.34510597683284594, 0.18945950489327978, 0.12619441724736116, 0.03998546693897816, 0.1604842979888134, 0.01823922818646084, 0.016544726009526566, 0.007744128997107407, 0.11398364584566459, 0.1741478097607808]"
BOBYQA,243,"[0.3450840917273734, 0.18949340655896438, 0.12618915357760327, 0.040005609872461295, 0.16047142595913624, 0.018192494092457188, 0.016580988594956162, 0.007682810892236113, 0.11400247192250906, 0.17413519214266604]"
BOBYQA,244,"[0.3450678644351383, 0.18944961228270546, 0.12620895738445123, 0.04004542664069398, 0.16049623134616828, 0.018145768214238467, 0.016580750633754002, 0.00764135407864886, 0.11398090309228198, 0.17416449431287032]"
BOBYQA,245,"[0.3450684779959713, 0.18947872439281235, 0.12620510516740382, 0.04006969591540818, 0.1605403434527585, 0.018123608426326678, 0.01660514100291026, 0.007634184776727223, 0.11404909245995538, 0.17419304704141683]"
BOBYQA,246,"[0.34507519855916763, 0.1894675773188668, 0.12616634951493036, 0.04008073776816501, 0.16047683105837285, 0.018103110091455422, 0.01664359616258148, 0.007652936938519076, 0.11405086066056203, 0.17423685432709105]"
BOBYQA,247,"[0.34509544343408805, 0.189455717153309, 0.12608553769928568, 0.04011587973042847, 0.16034567269759534, 0.018026909589632066, 0.01670568764305275, 0.0076941117021349995, 0.11403333265200483, 0.1742899297280127]"
BOBYQA,248,"[0.34515152209722594, 0.18943941430266376, 0.1259552567025619, 0.04025171484542783, 0.1601042655369967, 0.017798091576103407, 0.016779043415170405, 0.0077498341087311445, 0.1139889646153297, 0.1742812461259077]"
BOBYQA,249,"[0.3452606420639431, 0.1893915966164699, 0.12576822911301136, 0.04062305536445664, 0.1597205270398737, 0.017273533064879287, 0.016814105501471454, 0.007830833508279157, 0.1139655152281713, 0.17413232933984205]"
BOBYQA,250,"[0.3456371085259843, 0.18987717208704022, 0.1252714710108329, 0.04092961012260932, 0.15928423833971747, 0.016490313650900992, 0.017512810554256852, 0.007302667485403186, 0.11351234398102213, 0.17387649291662421]"
BOBYQA,251,"[0.34561898877079333, 0.18938747257537597, 0.12496837823509453, 0.04179352869008837, 0.15882184621976417, 0.015764800025790678, 0.016910073217391446, 0.00779235454143687, 0.11388313810302424, 0.17390641041956667]"
BOBYQA,252,"[0.3456024720419226, 0.1894658412674114, 0.12495540299542798, 0.04204934771246758, 0.15873401401621987, 0.015310888270227564, 0.016915856890832845, 0.007833630444610858, 0.11372661309183371, 0.17401752281079108]"
BOBYQA,253,"[0.3465200736233285, 0.1897262909320723, 0.12482192529260959, 0.04258102074254863, 0.15906991692903238, 0.014873437544831876, 0.017112456051303685, 0.008814229400057006, 0.1137037081924293, 0.17422903338308585]"
BOBYQA,254,"[0.3465256108165606, 0.18968685202973842, 0.1245887630433637, 0.04293429777127516, 0.158963412175746, 0.01457534505091522, 0.017396950542613962, 0.009021844805784465, 0.11356409975022984, 0.17432754710500786]"
BOBYQA,255,"[0.3464268578494698, 0.19011330614445773, 0.1246671810148623, 0.04325712222223478, 0.15862448494454806, 0.014443440175198208, 0.01743075776194056, 0.009399482905999911, 0.11346248459832849, 0.17410023659283538]"
BOBYQA,256,"[0.3466802509196661, 0.1901561466636207, 0.1248536697746539, 0.043145908743557414, 0.15815163991131967, 0.014052637434415191, 0.017690003481683765, 0.009687826328852756, 0.11346936520128345, 0.17411040140809278]"
BOBYQA,257,"[0.3467593838254545, 0.19045589154212617, 0.12478590861197784, 0.04347751410351365, 0.15814602452856286, 0.013537702549778426, 0.017924706583992513, 0.009865447445494646, 0.11373274729096834, 0.1740201633856428]"
BOBYQA,258,"[0.3470689653126417, 0.19056438847020005, 0.1245956411612695, 0.043850800357394006, 0.15787439318670812, 0.013188483424229295, 0.017930686396709822, 0.010195101759677264, 0.11350970333306944, 0.17396869034849938]"
BOBYQA,259,"[0.3478669913231659, 0.19100528157537094, 0.124174520322507, 0.04461989491812792, 0.1575369488335096, 0.012607593066479326, 0.017985202369913713, 0.010850680951171974, 0.11324130502314314, 0.17390686371596883]"
BOBYQA,260,"[0.3493269122792046, 0.19164351347183317, 0.12362136784035702, 0.04592198427505562, 0.1570399702137894, 0.011018865297416741, 0.018389294973174826, 0.01245190634702684, 0.11298202328939946, 0.17354026830399455]"
BOBYQA,261,"[0.349141381779407, 0.19249004480750306, 0.12229263443809373, 0.04743608865490425, 0.15624157277359044, 0.010250225538797463, 0.017725960372673853, 0.010615109779095407, 0.1124379716863053, 0.17384497551090713]"
BOBYQA,262,"[0.3490690856336923, 0.19335016104979205, 0.12070592049994697, 0.04955255869626747, 0.1553576952189972, 0.009164464682141564, 0.017442086422614137, 0.010121532630029233, 0.11210582861789516, 0.17416626782440472]"
BOBYQA,263,"[0.3510727754946467, 0.1955910262049114, 0.11848179274335063, 0.05324495319132439, 0.15387532290556064, 0.006090285106054662, 0.017643972497973653, 0.00953468810593776, 0.11096893363594938, 0.17403380466588672]"
BOBYQA,264,"[0.35229705175700277, 0.19779142660104826, 0.11770181966316237, 0.053483514302306454, 0.15418021775486349, 0.006496434941703379, 0.01902090041653192, 0.009480715042192096, 0.11191933710866785, 0.17445104250815588]"
BOBYQA,265,"[0.35187289619704765, 0.19787074211809838, 0.11762121110929015, 0.053375545356265736, 0.15321614275765305, 0.006118169459846898, 0.018897780744349654, 0.009332578346951313, 0.11291592254981517, 0.17394821527462992]"
BOBYQA,266,"[0.3518222427392946, 0.19746182614337315, 0.11769362495315304, 0.05361329561269021, 0.1532577036231068, 0.006013429937238255, 0.019479691673937195, 0.009239784700734435, 0.11309364771970563, 0.17407836174489116]"
BOBYQA,267,"[0.3515435795521615, 0.19751482324020606, 0.11753355564471364, 0.0536942257573751, 0.153260125523994, 0.006130263247270899, 0.019459706690603824, 0.009137509205946269, 0.11307888692504223, 0.17422880382228956]"
BOBYQA,268,"[0.35159711419027, 0.19758177183081216, 0.1174618030292115, 0.0538080878326163, 0.1531996921174846, 0.0060297495406897005, 0.0194840060754017, 0.009149207275563773, 0.11307148496630533, 0.17423007778002966]"
BOBYQA,269,"[0.3515859990601039, 0.1975411848398205, 0.1173961800936974, 0.05386279484394496, 0.1530714994480149, 0.0060344919947288, 0.019433384389204198, 0.009254453296395916, 0.11309253581570149, 0.17424986802102807]"
BOBYQA,270,"[0.35158624787055137, 0.1975925382693674, 0.11729086919778431, 0.05392843273305158, 0.1529406476522858, 0.005986935967693661, 0.01941345394107894, 0.009298550679714784, 0.11310794875713572, 0.17425082572042974]"
BOBYQA,271,"[0.3516396124025094, 0.1977175228221933, 0.11708874841398574, 0.05394916983943064, 0.1526557349719325, 0.005875116244535073, 0.019410435190327577, 0.009217655887679166, 0.11310974316705576, 0.1742472113872165]"
BOBYQA,272,"[0.35163838454567814, 0.19816895697488635, 0.11681064399711343, 0.054196894956577084, 0.15238104535934288, 0.005703898785868543, 0.019542533238873658, 0.00943972183814732, 0.11345879054921434, 0.1741829553322086]"
BOBYQA,273,"[0.35188038350959805, 0.1983608663147907, 0.11649337956683913, 0.054646718322479, 0.1520846967581104, 0.005390976925110343, 0.019553635702059226, 0.00949422356275833, 0.11324180558510517, 0.1742583924966165]"
BOBYQA,274,"[0.3521604931456367, 0.1987872534524947, 0.11567076691142167, 0.05563520281645254, 0.15163990808208938, 0.004772504880948433, 0.01951609964341859, 0.009450888500062852, 0.11299739079442835, 0.17430908091674172]"
BOBYQA,275,"[0.3519781756356347, 0.1987833331670243, 0.11541963937436533, 0.05615724712003982, 0.1513525327967464, 0.004621519617636773, 0.0194841112209019, 0.009822081872897353, 0.11297528630612404, 0.17414637821192466]"
BOBYQA,276,"[0.35194897529882224, 0.19906956641921159, 0.11520122765669083, 0.05663045792727025, 0.15095574476665652, 0.00429901142893506, 0.019611180784406216, 0.00985018380458478, 0.11292191260760179, 0.1740804365532773]"
BOBYQA,277,"[0.3519575176737184, 0.1997513714961566, 0.11459468411765168, 0.057533759125195934, 0.15030695592996268, 0.0036859101355859987, 0.0199093757728612, 0.009849063944459663, 0.1128954175712127, 0.17392302910982396]"
BOBYQA,278,"[0.3524279286529745, 0.20122356051010223, 0.11313476744923587, 0.05938691354343065, 0.1491814815426638, 0.0027900184032132484, 0.020305086547906765, 0.009791945821300939, 0.11266912491001373, 0.17384911982299542]"
BOBYQA,279,"[0.35315210436186295, 0.20472607133744133, 0.11019065444552716, 0.06273206791458531, 0.1469725368428985, 0.001771174482996394, 0.021559437177425825, 0.009066417481912243, 0.11290377903010684, 0.173361473176258]"
BOBYQA,280,"[0.35395971404717713, 0.20659807687805137, 0.10829044654337977, 0.06611682086568, 0.14394200546459232, 0.0, 0.021405644279073294, 0.010149195159820351, 0.11003974108780173, 0.17348822753060353]"
BOBYQA,281,"[0.35395958057077487, 0.20932598884381426, 0.10500044055112921, 0.07021350302402274, 0.14258749171291507, 0.0, 0.021966427719704446, 0.011830498722335192, 0.11100472245514549, 0.17342192614080895]"
BOBYQA,282,"[0.3547745401739612, 0.21379754701270834, 0.10117761814127627, 0.07476744226491663, 0.14004727519533577, 0.0, 0.02293677565572417, 0.011618360745107598, 0.11070193554153901, 0.17292742472537262]"
BOBYQA,283,"[0.35745770976178093, 0.2154533797078355, 0.09680358117285529, 0.07957921496271728, 0.1381720906383304, 0.0, 0.0254026315309308, 0.010767318645037114, 0.10963706492384044, 0.1726029354300788]"
BOBYQA,284,"[0.35677964809800994, 0.2195980576288065, 0.09370971364700803, 0.08364346163646323, 0.13426431664262925, 0.0, 0.02515464007455431, 0.01263863514120676, 0.11056731566957363, 0.17200361470176762]"
BOBYQA,285,"[0.3594150057287891, 0.2214723024897162, 0.09386037048891038, 0.08263533192482579, 0.13497723488478652, 0.0, 0.026556204783232677, 0.01314361375418131, 0.11053335447731717, 0.17242315118726403]"
BOBYQA,286,"[0.35977390711335355, 0.22138670884314154, 0.09419084897265077, 0.08281216179583947, 0.1342750768513083, 0.00036846797891177535, 0.02633827618769512, 0.012231742501290417, 0.11096472111127796, 0.1738430740088675]"
BOBYQA,287,"[0.3598833692052681, 0.2215079302580613, 0.09279499093280494, 0.08226780947030679, 0.1344717540810799, 0.0, 0.025390318552969485, 0.011581498030344703, 0.11123796328259135, 0.1742234774652369]"
BOBYQA,288,"[0.35973768343366375, 0.22161836556070125, 0.0927485506636411, 0.0819377695789158, 0.1340268029439903, 0.00028448919060669234, 0.02576717878655681, 0.011152945885563963, 0.110873464650867, 0.17388478851368233]"
BOBYQA,289,"[0.3598035713958333, 0.22166276660330905, 0.09286969642155933, 0.08205123198248017, 0.13407811957899834, 0.00024117786896464522, 0.02577392072836651, 0.01106561087991156, 0.11090809486537447, 0.17376211925548896]"
BOBYQA,290,"[0.35995593372560314, 0.221738818599586, 0.09308401211695241, 0.08228521770754005, 0.1341477948290062, 0.00010487633968817394, 0.02588809236044695, 0.010869432118611208, 0.11099074544238893, 0.1735679456509688]"
BOBYQA,291,"[0.3593727192796006, 0.2218328062428287, 0.09327290975541339, 0.08243165623394814, 0.13417387993763336, 0.00036239869479149625, 0.025476621580157056, 0.010329697244047774, 0.11090060457419991, 0.173333800097297]"
BOBYQA,292,"[0.3594837671550433, 0.22204821391229887, 0.09294041613749497, 0.0826578549341434, 0.13416019655384437, 0.0004103413538671829, 0.02555373192773269, 0.010391281681655028, 0.11077376167536579, 0.17331370560691894]"
BOBYQA,293,"[0.3594404531749506, 0.22213935809024882, 0.09282280394314878, 0.08292356349049633, 0.13382194842478493, 0.0002593153590186517, 0.025585225315233797, 0.010469930492675568, 0.11085742672140866, 0.17336985060095114]"
BOBYQA,294,"[0.35928668493559746, 0.22225052517905267, 0.09239327275157576, 0.08359630539413121, 0.13333015898446093, 0.0, 0.025581873231643758, 0.010567160204070981, 0.11092601906733648, 0.17338763820278022]"
BOBYQA,295,"[0.35921269749002016, 0.22315355671219575, 0.09151097693518506, 0.08472887390598856, 0.13231015405716864, 0.0, 0.02542435961826373, 0.010424569523530106, 0.11078832890592175, 0.17337944042935158]"
BOBYQA,296,"[0.3590775622179091, 0.2251394415678525, 0.08966742171794594, 0.08685815716011817, 0.13060566746612431, 0.0, 0.024752299769086692, 0.009607189044224394, 0.11062854445154444, 0.1734191836427519]"
BOBYQA,297,"[0.3595131097958113, 0.22713728173682096, 0.08821826935636515, 0.088900807711464, 0.12839974875673474, 0.0, 0.025214918593062286, 0.010220473273986263, 0.1105040884918477, 0.1735657182915914]"
BOBYQA,298,"[0.3596232457360919, 0.22820508504613185, 0.08558675630093915, 0.09130223059961234, 0.12739649346384604, 0.0, 0.025252808242247765, 0.009186221588852466, 0.11059797654755832, 0.17343832663165717]"
BOBYQA,299,"[0.3604177984934283, 0.23131455739778004, 0.08480883393069735, 0.09201283814686793, 0.12565696072635485, 0.0, 0.02504039749678693, 0.008570704622183456, 0.10966068487336629, 0.1729822831455541]"
BOBYQA,300,"[0.35929871831219284, 0.23256373745428585, 0.08340770487391959, 0.0939796083512681, 0.12421328584826949, 0.0, 0.02489677405435168, 0.009230447370310754, 0.11179628652041529, 0.17343137664148103]"
BOBYQA,301,"[0.35859294795047475, 0.23246381744346312, 0.08225578218706953, 0.09619255434518471, 0.12240977523203876, 0.0, 0.024476567330652257, 0.00821398739193915, 0.10965473469814567, 0.17383867585662752]"
BOBYQA,302,"[0.3601501649001998, 0.23433528681183152, 0.07987588405920357, 0.09786040443335621, 0.12151391636934804, 0.0, 0.02511719364375104, 0.00838738403874173, 0.11012249564559279, 0.1741732061585566]"
BOBYQA,303,"[0.3596286740927335, 0.23643617816048376, 0.07956203985010057, 0.09998874950250819, 0.11948621538610851, 0.0, 0.026003484629366885, 0.007518154680065425, 0.11031786538330929, 0.17320271989040525]"
BOBYQA,304,"[0.35871853294984474, 0.23672873449093063, 0.07879993793249385, 0.09905260071834993, 0.11942066078883838, 1.1951070081166986e-5, 0.027150010047181764, 0.00772411095732949, 0.10987695581347452, 0.1734472110368028]"
BOBYQA,305,"[0.3584877869228811, 0.23765012963701784, 0.07823420290522061, 0.09997751140318918, 0.11907700935404887, 0.0, 0.026049939834907266, 0.006976268960535724, 0.1097574896630033, 0.17336346231850475]"
BOBYQA,306,"[0.3590105181592262, 0.23834070013384925, 0.07803309011588722, 0.10065062035671206, 0.11772577283779302, 0.0, 0.026323878292250767, 0.007892717549006209, 0.10980482815747203, 0.17335934086144217]"
BOBYQA,307,"[0.35939950376345786, 0.23897481470832577, 0.07694168988533011, 0.10164054633542281, 0.1173750431068761, 0.0, 0.02681545014166289, 0.008053605107665413, 0.1107381350894863, 0.17333576022675712]"
BOBYQA,308,"[0.3593978888777109, 0.23921389994516493, 0.07634489321523118, 0.10187612797747755, 0.11608037868074558, 0.0, 0.026752734312177045, 0.006761210891566205, 0.11038466407926598, 0.17354199494660028]"
BOBYQA,309,"[0.3593725471779784, 0.24010889061006224, 0.07548789035491973, 0.10317031925854592, 0.11539658717561536, 0.0, 0.026526511879823824, 0.006745428809065712, 0.10988530213213535, 0.1734566626337864]"
BOBYQA,310,"[0.35907733497726707, 0.2414710838759765, 0.07371048465984675, 0.10527796533621193, 0.11339638799285096, 0.0, 0.026812316610420515, 0.005967948325003689, 0.10858569038752773, 0.17329328514311662]"
BOBYQA,311,"[0.35852374296322753, 0.24541436673263597, 0.07011264969150141, 0.10967460946917444, 0.10957700697688652, 0.0, 0.02685086890735213, 0.004966963522634345, 0.10848154201086915, 0.1730609070493988]"
BOBYQA,312,"[0.3582234506802542, 0.25126451136060574, 0.0626445507646623, 0.11912544454630782, 0.10159984929264215, 0.0, 0.026220551232308487, 0.0025813759548002756, 0.10608866576245024, 0.17360208678098835]"
BOBYQA,313,"[0.36318833628744335, 0.26185547220800665, 0.05770326571720383, 0.12177631819077275, 0.09721759575034537, 0.0, 0.03235063727188108, 0.005707044793857365, 0.11005293438060902, 0.17145314375159054]"
BOBYQA,314,"[0.35776102121726727, 0.26193165049251316, 0.05687347272769683, 0.1235806615319086, 0.09470623009610299, 0.0025389629191325137, 0.03084968141895995, 0.0020175376773360915, 0.1088445945609689, 0.17200300259702814]"
BOBYQA,315,"[0.3589163825189678, 0.2627368193794507, 0.05547010759505764, 0.12297735671740931, 0.09566338546819922, 0.002375862729197524, 0.031222634680948845, 0.0003977385006704928, 0.10651924234493065, 0.17358959708076574]"
BOBYQA,316,"[0.35867590027332485, 0.26250635318704457, 0.05531207950244275, 0.12332279411629217, 0.0957632069151296, 0.00265043909006998, 0.03162829601139289, 0.0009112716614524658, 0.10619071671695963, 0.17324338945970558]"
BOBYQA,317,"[0.35848840219583833, 0.2626859184581931, 0.05525183222592888, 0.12331936163150271, 0.095734965047145, 0.002572195719206492, 0.03155483861967403, 0.0009416590488960276, 0.10646603252685867, 0.17294491214508523]"
